t # 0
v 210 furthermor
v 211 would
v 212 went
v 213 stand
v 214 health
v 215 relev
v 216 result
v 217 way
v 218 call
v 219 blood
v 220 sampl
v 221 analysi
v 222 examin
v 223 condit
v 224 microscop
v 225 presenc
v 226 instanc
v 227 detect
v 228 within
v 229 trial
v 230 case
v 231 must
v 232 undergo
v 233 seri
v 234 method
v 235 use
v 236 widal
v 237 teststool
v 238 culturesblood
v 239 culturestyphi
v 240 igm
v 241 whenev
v 242 confirm
v 243 famili
v 244 member
v 245 side
v 246 effect
v 247 antibiot
v 248 therapi
v 249 proven
v 250 take
v 251 prescrib
v 252 ciprofloxacin
v 253 azithromycin
v 254 ceftriaxon
v 255 howev
v 256 drug
v 257 longterm
v 258 antibioticresist
v 259 correct
v 260 dosag
v 261 tri
v 262 avoid
v 263 getgo
v 264 next
v 265 offer
v 266 instant
v 267 know
v 268 signific
v 269 involv
v 270 websit
v 271 917799
v 272 721
v 273 212
v 274 send
v 275 queri
v 276 inforemedieslabscom
v 277 faq
v 278 individu
v 279 end
v 280 wash
v 281 toilet
v 282 touch
v 283 mouth
v 284 hand
v 285 day
v 286 last
v 287 period
v 288 7
v 289 10
v 290 soon
v 291 enough
v 292 left
v 293 untreat
v 294 best
v 295 treat
v 296 good
e 0 1 2
e 1 2 2
e 1 44 2
e 1 188 2
e 1 17 2
e 2 3 2
e 2 8 2
e 2 31 2
e 2 35 2
e 2 32 2
e 2 64 2
e 2 110 2
e 2 65 2
e 2 39 2
e 2 120 2
e 2 1 2
e 2 138 2
e 2 137 2
e 2 148 2
e 2 161 2
e 2 105 2
e 2 44 2
e 2 34 2
e 2 102 2
e 2 24 2
e 2 236 2
e 2 262 2
e 2 46 2
e 2 217 2
e 2 286 2
e 2 235 2
e 3 4 2
e 4 5 2
e 5 6 2
e 5 226 2
e 6 7 2
e 6 140 2
e 6 24 2
e 6 62 2
e 7 2 2
e 7 200 2
e 8 9 2
e 9 10 2
e 9 13 2
e 9 69 2
e 9 105 2
e 9 194 2
e 9 258 2
e 9 1 2
e 10 11 2
e 11 12 2
e 11 44 2
e 12 9 2
e 13 14 2
e 14 15 2
e 14 55 2
e 15 16 2
e 15 146 2
e 16 17 2
e 16 139 2
e 17 18 2
e 17 278 2
e 18 19 2
e 19 20 2
e 19 22 2
e 20 21 2
e 20 22 2
e 20 281 2
e 21 22 2
e 21 151 2
e 21 185 2
e 21 19 2
e 21 9 2
e 22 23 2
e 22 27 2
e 22 162 2
e 22 280 2
e 23 24 2
e 23 2 2
e 23 27 2
e 24 25 2
e 24 64 2
e 24 91 2
e 24 44 2
e 24 116 2
e 24 26 2
e 24 1 2
e 24 209 2
e 24 138 2
e 24 227 2
e 24 222 2
e 24 266 2
e 25 26 2
e 26 27 2
e 26 112 2
e 27 28 2
e 27 146 2
e 27 163 2
e 28 29 2
e 28 154 2
e 28 156 2
e 29 30 2
e 30 1 2
e 31 32 2
e 31 251 2
e 31 247 2
e 32 33 2
e 32 39 2
e 32 58 2
e 32 63 2
e 32 68 2
e 32 2 2
e 32 92 2
e 32 102 2
e 32 107 2
e 33 34 2
e 34 2 2
e 34 24 2
e 34 82 2
e 34 174 2
e 35 36 2
e 35 90 2
e 36 37 2
e 37 38 2
e 37 155 2
e 37 24 2
e 38 32 2
e 39 40 2
e 39 61 2
e 39 122 2
e 39 229 2
e 40 41 2
e 41 42 2
e 41 44 2
e 42 43 2
e 43 1 2
e 44 45 2
e 44 53 2
e 44 113 2
e 44 124 2
e 44 131 2
e 44 173 2
e 44 46 2
e 44 50 2
e 44 1 2
e 44 241 2
e 44 242 2
e 44 216 2
e 44 269 2
e 45 46 2
e 46 47 2
e 47 48 2
e 47 171 2
e 47 218 2
e 47 234 2
e 47 65 2
e 47 265 2
e 48 49 2
e 48 128 2
e 48 130 2
e 49 50 2
e 50 51 2
e 50 187 2
e 50 212 2
e 50 1 2
e 51 52 2
e 52 1 2
e 53 54 2
e 54 14 2
e 55 56 2
e 55 126 2
e 56 57 2
e 56 24 2
e 56 120 2
e 56 64 2
e 56 181 2
e 56 259 2
e 57 32 2
e 57 294 2
e 58 59 2
e 58 1 2
e 58 15 2
e 58 166 2
e 58 173 2
e 58 171 2
e 59 60 2
e 59 115 2
e 60 1 2
e 60 120 2
e 60 166 2
e 61 62 2
e 62 32 2
e 62 56 2
e 63 34 2
e 64 65 2
e 64 79 2
e 64 246 2
e 65 66 2
e 65 58 2
e 65 129 2
e 65 165 2
e 65 250 2
e 65 120 2
e 65 1 2
e 66 67 2
e 66 103 2
e 66 117 2
e 67 32 2
e 67 95 2
e 68 9 2
e 68 171 2
e 69 70 2
e 70 71 2
e 71 72 2
e 72 73 2
e 73 74 2
e 74 75 2
e 74 23 2
e 74 205 2
e 74 294 2
e 75 76 2
e 76 77 2
e 76 24 2
e 76 179 2
e 77 78 2
e 78 32 2
e 79 80 2
e 80 81 2
e 81 34 2
e 82 83 2
e 83 84 2
e 84 85 2
e 85 86 2
e 86 87 2
e 87 88 2
e 88 89 2
e 89 35 2
e 90 24 2
e 91 65 2
e 91 186 2
e 92 93 2
e 93 94 2
e 94 67 2
e 95 96 2
e 95 160 2
e 96 97 2
e 97 98 2
e 98 99 2
e 99 100 2
e 100 101 2
e 101 1 2
e 101 225 2
e 102 64 2
e 102 175 2
e 102 261 2
e 103 104 2
e 104 9 2
e 105 106 2
e 105 115 2
e 105 59 2
e 105 45 2
e 105 135 2
e 105 60 2
e 105 191 2
e 105 64 2
e 105 261 2
e 105 24 2
e 106 67 2
e 107 108 2
e 108 109 2
e 109 74 2
e 109 201 2
e 110 111 2
e 111 112 2
e 112 24 2
e 112 159 2
e 112 27 2
e 112 74 2
e 113 114 2
e 113 46 2
e 113 105 2
e 113 271 2
e 114 105 2
e 115 56 2
e 115 270 2
e 116 1 2
e 117 118 2
e 117 193 2
e 118 119 2
e 119 105 2
e 120 121 2
e 120 48 2
e 120 65 2
e 120 267 2
e 121 1 2
e 122 123 2
e 123 44 2
e 124 125 2
e 125 126 2
e 125 216 2
e 126 127 2
e 126 56 2
e 126 64 2
e 127 105 2
e 128 55 2
e 128 215 2
e 129 1 2
e 129 290 2
e 130 1 2
e 131 132 2
e 132 133 2
e 132 286 2
e 133 134 2
e 134 125 2
e 135 136 2
e 135 195 2
e 136 137 2
e 137 30 2
e 137 142 2
e 137 58 2
e 137 1 2
e 137 245 2
e 138 16 2
e 138 1 2
e 139 6 2
e 140 141 2
e 141 1 2
e 142 143 2
e 143 144 2
e 143 206 2
e 144 145 2
e 145 27 2
e 145 150 2
e 146 147 2
e 146 95 2
e 146 279 2
e 147 1 2
e 147 20 2
e 148 149 2
e 149 145 2
e 150 151 2
e 151 152 2
e 151 147 2
e 152 153 2
e 153 23 2
e 154 37 2
e 154 219 2
e 155 22 2
e 156 157 2
e 157 158 2
e 158 112 2
e 158 143 2
e 159 1 2
e 159 285 2
e 160 1 2
e 161 20 2
e 161 184 2
e 162 37 2
e 163 164 2
e 164 137 2
e 165 58 2
e 165 187 2
e 165 44 2
e 165 247 2
e 166 167 2
e 166 68 2
e 167 168 2
e 168 169 2
e 169 170 2
e 170 76 2
e 171 172 2
e 171 1 2
e 172 58 2
e 172 183 2
e 173 171 2
e 173 213 2
e 174 175 2
e 175 176 2
e 176 177 2
e 176 24 2
e 177 178 2
e 178 76 2
e 179 180 2
e 180 56 2
e 181 182 2
e 182 58 2
e 183 161 2
e 184 21 2
e 185 186 2
e 186 50 2
e 186 196 2
e 187 1 2
e 187 7 2
e 188 189 2
e 189 190 2
e 189 263 2
e 190 105 2
e 190 1 2
e 191 192 2
e 192 117 2
e 192 137 2
e 193 9 2
e 194 135 2
e 195 91 2
e 196 197 2
e 197 198 2
e 198 199 2
e 198 202 2
e 199 1 2
e 200 109 2
e 201 198 2
e 202 203 2
e 202 246 2
e 203 204 2
e 204 112 2
e 205 158 2
e 205 173 2
e 206 207 2
e 207 208 2
e 208 205 2
e 209 210 2
e 210 211 2
e 211 50 2
e 212 11 2
e 213 214 2
e 214 45 2
e 215 216 2
e 216 217 2
e 216 245 2
e 216 105 2
e 217 1 2
e 217 235 2
e 218 154 2
e 218 113 2
e 218 56 2
e 219 220 2
e 220 221 2
e 221 222 2
e 222 223 2
e 222 1 2
e 223 224 2
e 224 101 2
e 225 4 2
e 226 6 2
e 227 228 2
e 228 39 2
e 229 230 2
e 230 231 2
e 231 232 2
e 232 233 2
e 233 1 2
e 234 235 2
e 235 44 2
e 235 9 2
e 235 20 2
e 235 253 2
e 236 237 2
e 237 238 2
e 238 239 2
e 239 240 2
e 240 44 2
e 241 44 2
e 242 243 2
e 243 244 2
e 244 41 2
e 245 113 2
e 245 246 2
e 246 1 2
e 246 257 2
e 246 295 2
e 247 248 2
e 247 252 2
e 248 249 2
e 248 202 2
e 249 65 2
e 250 190 2
e 250 189 2
e 251 247 2
e 252 253 2
e 253 254 2
e 254 255 2
e 254 296 2
e 255 256 2
e 256 192 2
e 257 235 2
e 258 6 2
e 259 260 2
e 260 102 2
e 261 60 2
e 261 24 2
e 262 250 2
e 263 264 2
e 264 105 2
e 265 125 2
e 266 126 2
e 267 268 2
e 268 44 2
e 269 115 2
e 270 218 2
e 271 272 2
e 272 273 2
e 273 274 2
e 274 275 2
e 275 276 2
e 276 277 2
e 277 137 2
e 278 146 2
e 279 161 2
e 280 21 2
e 280 284 2
e 281 282 2
e 282 283 2
e 283 280 2
e 284 159 2
e 285 2 2
e 285 64 2
e 286 1 2
e 286 287 2
e 286 73 2
e 287 288 2
e 288 289 2
e 289 285 2
e 290 291 2
e 291 292 2
e 292 293 2
e 293 132 2
e 294 65 2
e 295 1 2
e 296 218 2
t # 1
v 0 parasit
v 1 caus
v 2 malaria
v 3 spread
v 4 human
v 5 mosquito
v 6 bite
v 7 learn
v 8 prevent
v 9 measur
v 10 essenti
v 11 dont
v 12 want
v 13 fall
v 14 serious
v 15 ill
v 16 peopl
v 17 suffer
v 18 most
v 19 feel
v 20 sick
v 21 shake
v 22 chill
v 23 high
v 24 fever
v 25 diseas
v 26 uncommon
v 27 temper
v 28 climat
v 29 common
v 30 tropic
v 31 even
v 32 subtrop
v 33 countri
v 34 like
v 35 india
v 36 around
v 37 290
v 38 get
v 39 infect
v 40 400000
v 41 die
v 42 global
v 43 count
v 44 remedi
v 45 lab
v 46 discuss
v 47 tad
v 48 bit
v 49 along
v 50 focus
v 51 type
v 52 understand
v 53 right
v 54 treatment
v 55 plan
v 56 cover
v 57 five
v 58 differ
v 59 speci
v 60 affect
v 61 among
v 62 lot
v 63 two
v 64 consid
v 65 pretti
v 66 dead
v 67 p
v 68 falciparum
v 69 known
v 70 sever
v 71 death
v 72 bacterium
v 73 multipli
v 74 quick
v 75 clog
v 76 blood
v 77 vessel
v 78 lossp
v 79 vivax
v 80 anoth
v 81 one
v 82 well
v 83 note
v 84 found
v 85 outsid
v 86 dri
v 87 area
v 88 lie
v 89 dormant
v 90 rise
v 91 month
v 92 year
v 93 bitten
v 94 know
v 95 time
v 96 need
v 97 test
v 98 attack
v 99 join
v 100 us
v 101 accur
v 102 report
v 103 everi
v 104 symptom
v 105 follow
v 106 similar
v 107 flu
v 108 list
v 109 bodysw
v 110 feverfatigueheadachemuscl
v 111 crampschest
v 112 painbreath
v 113 problem
v 114 coughnausea
v 115 diarrhoea
v 116 vomit
v 117 worsen
v 118 come
v 119 across
v 120 jaundic
v 121 anaemia
v 122 form
v 123 cerebr
v 124 might
v 125 progress
v 126 coma
v 127 without
v 128 wast
v 129 seen
v 130 opt
v 131 help
v 132 doctor
v 133 current
v 134 stand
v 135 start
v 136 procedur
v 137 asap
v 138 welcom
v 139 away
v 140 diagnosi
v 141 examin
v 142 ask
v 143 also
v 144 love
v 145 travel
v 146 histori
v 147 good
v 148 guess
v 149 regard
v 150 share
v 151 valid
v 152 inform
v 153 visit
v 154 recent
v 155 vital
v 156 risk
v 157 big
v 158 take
v 159 sampl
v 160 send
v 161 see
v 162 withth
v 163 critic
v 164 identifi
v 165 symptomsw
v 166 proceed
v 167 present
v 168 healthcar
v 169 provid
v 170 devis
v 171 recommend
v 172 medicin
v 173 kill
v 174 howev
v 175 resist
v 176 drug
v 177 combin
v 178 determin
v 179 medic
v 180 long
v 181 effect
v 182 antimalari
v 183 atovaquonechloroquineartemisinin
v 184 drugsdoxycyclineprimaquinequininemefloquin
v 185 look
v 186 best
v 187 treatmentbas
v 188 rid
v 189 bacteria
v 190 soon
v 191 possibl
v 192 thank
v 193 prescrib
v 194 side
v 195 inde
v 196 noth
v 197 worri
v 198 rare
v 199 treat
v 200 fail
v 201 alway
v 202 let
v 203 easili
v 204 interfer
v 205 depend
v 206 headachesgi
v 207 gastrointestin
v 208 issu
v 209 nauseaincreas
v 210 sensit
v 211 sunlightpsycholog
v 212 disord
v 213 vision
v 214 issuesdisturb
v 215 dream
v 216 insomniaanaemia
v 217 seizur
v 218 avoid
v 219 use
v 220 alon
v 221 wait
v 222 welltrain
v 223 resid
v 224 expect
v 225 suggest
v 226 chat
v 227 method
v 228 proper
v 229 stay
v 230 malariainfect
v 231 mandatorymedicin
v 232 reduc
v 233 chanc
v 234 infectedit
v 235 make
v 236 sure
v 237 appli
v 238 repel
v 239 cream
v 240 deet
v 241 expos
v 242 skinb
v 243 net
v 244 bitingif
v 245 stagnant
v 246 water
v 247 bodi
v 248 near
v 249 hous
v 250 put
v 251 screen
v 252 door
v 253 windowstreat
v 254 cloth
v 255 tent
v 256 sleep
v 257 bag
v 258 fabric
v 259 materi
v 260 insectrepel
v 261 spray
v 262 creamtri
v 263 wear
v 264 longsleev
v 265 item
v 266 pant
v 267 skin
v 268 watch
v 269 confirm
v 270 perfect
v 271 clinic
v 272 diagnost
v 273 centr
v 274 ever
v 275 face
v 276 lead
v 277 kind
v 278 book
v 279 appoint
v 280 call
v 281 917799
v 282 721
v 283 212
v 284 email
v 285 inforemedieslabscom
v 286 detail
v 287 faq
v 288 consist
v 289 stage
v 290 first
v 291 10
v 292 15
v 293 minut
v 294 cold
v 295 shiver
v 296 hot
v 297 2
v 298 6
v 299 hour
v 300 reach
v 301 41
v 302 degre
v 303 c
v 304 last
v 305 diagnos
v 306 earli
v 307 cure
v 308 within
v 309 week
v 310 live
v 311 anywher
v 312 repeat
v 313 process
v 314 longer
v 315 usual
v 316 main
v 317 coupl
v 318 general
v 319 discomfort
v 320 headach
v 321 nausea
e 0 1 2
e 0 2 2
e 0 18 2
e 0 129 2
e 0 51 2
e 0 174 2
e 0 23 2
e 1 2 2
e 1 70 2
e 1 75 2
e 1 165 2
e 1 194 2
e 2 3 2
e 2 8 2
e 2 18 2
e 2 29 2
e 2 24 2
e 2 10 2
e 2 69 2
e 2 51 2
e 2 0 2
e 2 95 2
e 2 104 2
e 2 123 2
e 2 124 2
e 2 97 2
e 2 39 2
e 2 131 2
e 2 54 2
e 2 176 2
e 2 187 2
e 2 223 2
e 2 224 2
e 2 132 2
e 2 218 2
e 2 2 2
e 2 288 2
e 2 135 2
e 3 4 2
e 4 5 2
e 4 61 2
e 5 6 2
e 5 238 2
e 5 243 2
e 6 7 2
e 6 235 2
e 7 2 2
e 7 145 2
e 7 227 2
e 8 9 2
e 8 2 2
e 8 244 2
e 9 10 2
e 9 50 2
e 9 38 2
e 9 95 2
e 10 11 2
e 10 38 2
e 10 131 2
e 10 12 2
e 10 158 2
e 11 12 2
e 12 13 2
e 12 38 2
e 13 14 2
e 14 15 2
e 15 16 2
e 16 17 2
e 16 38 2
e 16 41 2
e 17 2 2
e 17 132 2
e 18 19 2
e 18 84 2
e 19 20 2
e 19 153 2
e 19 22 2
e 19 320 2
e 20 21 2
e 21 22 2
e 21 109 2
e 22 23 2
e 22 21 2
e 22 318 2
e 23 24 2
e 23 175 2
e 23 232 2
e 24 25 2
e 24 49 2
e 24 274 2
e 24 2 2
e 24 296 2
e 24 300 2
e 24 304 2
e 25 26 2
e 25 40 2
e 25 117 2
e 25 278 2
e 26 27 2
e 27 28 2
e 28 2 2
e 29 30 2
e 29 0 2
e 29 81 2
e 30 31 2
e 31 32 2
e 32 33 2
e 33 34 2
e 33 153 2
e 34 35 2
e 34 120 2
e 34 115 2
e 35 36 2
e 36 37 2
e 37 16 2
e 38 39 2
e 38 53 2
e 38 76 2
e 38 135 2
e 38 147 2
e 38 188 2
e 38 234 2
e 38 101 2
e 39 25 2
e 39 76 2
e 39 162 2
e 39 54 2
e 40 16 2
e 41 42 2
e 42 43 2
e 43 44 2
e 43 72 2
e 44 45 2
e 45 46 2
e 45 101 2
e 45 53 2
e 45 161 2
e 45 132 2
e 45 222 2
e 45 97 2
e 45 270 2
e 46 47 2
e 47 48 2
e 48 2 2
e 49 8 2
e 49 19 2
e 50 51 2
e 50 182 2
e 51 52 2
e 51 2 2
e 51 67 2
e 51 150 2
e 51 1 2
e 51 17 2
e 51 178 2
e 52 51 2
e 52 156 2
e 53 54 2
e 53 139 2
e 53 172 2
e 53 179 2
e 54 55 2
e 54 136 2
e 54 183 2
e 54 313 2
e 55 56 2
e 55 96 2
e 55 54 2
e 55 105 2
e 55 137 2
e 56 57 2
e 56 267 2
e 57 58 2
e 58 59 2
e 58 2 2
e 59 60 2
e 59 69 2
e 59 98 2
e 60 4 2
e 61 62 2
e 61 2 2
e 62 63 2
e 62 314 2
e 63 64 2
e 63 289 2
e 64 65 2
e 65 66 2
e 65 106 2
e 66 67 2
e 66 81 2
e 67 68 2
e 67 79 2
e 68 29 2
e 69 1 2
e 69 88 2
e 70 71 2
e 70 76 2
e 70 122 2
e 71 43 2
e 72 73 2
e 73 74 2
e 74 1 2
e 74 199 2
e 75 76 2
e 76 77 2
e 76 78 2
e 76 91 2
e 76 97 2
e 76 102 2
e 76 159 2
e 77 70 2
e 78 79 2
e 79 61 2
e 79 80 2
e 80 29 2
e 81 65 2
e 81 82 2
e 81 108 2
e 81 22 2
e 82 83 2
e 82 196 2
e 83 2 2
e 84 85 2
e 85 86 2
e 86 87 2
e 87 59 2
e 87 231 2
e 88 89 2
e 89 90 2
e 90 39 2
e 91 92 2
e 92 93 2
e 93 94 2
e 94 51 2
e 94 59 2
e 94 133 2
e 94 0 2
e 94 172 2
e 95 38 2
e 95 104 2
e 95 129 2
e 95 138 2
e 95 158 2
e 95 268 2
e 95 316 2
e 96 38 2
e 96 158 2
e 97 94 2
e 97 10 2
e 97 102 2
e 97 140 2
e 97 163 2
e 97 194 2
e 97 269 2
e 97 287 2
e 98 99 2
e 99 100 2
e 100 44 2
e 100 38 2
e 100 52 2
e 100 94 2
e 100 164 2
e 100 281 2
e 100 285 2
e 101 76 2
e 101 2 2
e 101 102 2
e 102 103 2
e 102 95 2
e 102 44 2
e 102 2 2
e 103 95 2
e 104 105 2
e 104 65 2
e 104 34 2
e 104 130 2
e 104 143 2
e 104 19 2
e 104 276 2
e 104 2 2
e 105 2 2
e 105 155 2
e 105 194 2
e 105 8 2
e 105 158 2
e 106 107 2
e 107 81 2
e 108 29 2
e 109 110 2
e 110 111 2
e 111 112 2
e 112 113 2
e 113 114 2
e 114 115 2
e 115 116 2
e 115 209 2
e 115 104 2
e 116 25 2
e 117 118 2
e 118 119 2
e 118 99 2
e 119 58 2
e 120 121 2
e 121 70 2
e 122 2 2
e 123 2 2
e 124 125 2
e 124 171 2
e 125 126 2
e 126 127 2
e 127 128 2
e 127 200 2
e 128 95 2
e 129 104 2
e 129 131 2
e 130 2 2
e 131 132 2
e 131 100 2
e 131 53 2
e 131 8 2
e 132 94 2
e 132 170 2
e 132 171 2
e 132 124 2
e 132 2 2
e 132 193 2
e 132 74 2
e 132 131 2
e 132 7 2
e 133 134 2
e 134 38 2
e 135 54 2
e 135 2 2
e 135 23 2
e 136 137 2
e 137 101 2
e 137 132 2
e 138 118 2
e 139 97 2
e 139 280 2
e 140 141 2
e 141 142 2
e 142 2 2
e 143 144 2
e 143 10 2
e 144 7 2
e 145 146 2
e 146 131 2
e 147 148 2
e 148 149 2
e 149 2 2
e 150 151 2
e 151 152 2
e 152 33 2
e 152 168 2
e 153 154 2
e 153 44 2
e 154 155 2
e 155 131 2
e 155 135 2
e 156 157 2
e 157 95 2
e 158 76 2
e 158 180 2
e 158 195 2
e 158 176 2
e 158 8 2
e 159 160 2
e 160 45 2
e 161 2 2
e 162 76 2
e 163 161 2
e 164 0 2
e 165 166 2
e 166 167 2
e 167 152 2
e 167 132 2
e 167 176 2
e 168 169 2
e 169 7 2
e 169 94 2
e 170 53 2
e 171 172 2
e 171 176 2
e 171 228 2
e 172 173 2
e 172 0 2
e 172 105 2
e 172 158 2
e 172 194 2
e 173 0 2
e 174 94 2
e 175 2 2
e 176 132 2
e 176 177 2
e 176 167 2
e 176 195 2
e 176 203 2
e 176 229 2
e 177 172 2
e 177 218 2
e 178 179 2
e 179 96 2
e 179 10 2
e 179 220 2
e 179 55 2
e 180 181 2
e 180 266 2
e 180 2 2
e 181 182 2
e 181 50 2
e 181 82 2
e 181 198 2
e 181 206 2
e 181 167 2
e 182 176 2
e 183 184 2
e 184 185 2
e 185 186 2
e 186 2 2
e 187 179 2
e 188 189 2
e 188 2 2
e 189 190 2
e 190 191 2
e 191 192 2
e 192 97 2
e 193 53 2
e 194 181 2
e 194 44 2
e 195 69 2
e 195 182 2
e 196 197 2
e 197 194 2
e 198 199 2
e 199 127 2
e 199 194 2
e 199 307 2
e 200 201 2
e 201 202 2
e 202 168 2
e 203 204 2
e 204 205 2
e 205 172 2
e 206 207 2
e 207 208 2
e 208 34 2
e 209 210 2
e 210 211 2
e 211 212 2
e 212 213 2
e 213 214 2
e 214 215 2
e 215 216 2
e 216 217 2
e 217 132 2
e 218 219 2
e 218 5 2
e 219 179 2
e 219 5 2
e 220 221 2
e 221 2 2
e 222 132 2
e 223 2 2
e 224 225 2
e 225 226 2
e 226 132 2
e 227 131 2
e 228 172 2
e 229 230 2
e 230 87 2
e 231 23 2
e 232 233 2
e 233 38 2
e 234 143 2
e 235 236 2
e 236 237 2
e 236 219 2
e 237 5 2
e 238 239 2
e 239 240 2
e 240 241 2
e 241 242 2
e 242 236 2
e 243 8 2
e 244 245 2
e 245 246 2
e 246 247 2
e 247 248 2
e 248 249 2
e 249 250 2
e 250 251 2
e 251 252 2
e 252 253 2
e 253 254 2
e 254 255 2
e 254 265 2
e 255 256 2
e 256 257 2
e 257 258 2
e 258 259 2
e 259 260 2
e 260 261 2
e 261 262 2
e 262 263 2
e 263 264 2
e 264 254 2
e 265 180 2
e 266 56 2
e 267 8 2
e 268 104 2
e 269 44 2
e 270 271 2
e 271 272 2
e 272 273 2
e 273 38 2
e 274 275 2
e 275 104 2
e 276 277 2
e 277 25 2
e 277 24 2
e 278 279 2
e 279 53 2
e 280 100 2
e 281 282 2
e 282 283 2
e 283 284 2
e 284 100 2
e 285 286 2
e 286 97 2
e 287 277 2
e 288 63 2
e 289 290 2
e 289 295 2
e 289 297 2
e 290 291 2
e 291 292 2
e 292 293 2
e 293 294 2
e 294 289 2
e 295 24 2
e 296 289 2
e 297 298 2
e 297 309 2
e 298 299 2
e 299 24 2
e 299 49 2
e 300 301 2
e 301 302 2
e 302 303 2
e 303 180 2
e 304 305 2
e 304 317 2
e 305 306 2
e 306 199 2
e 307 308 2
e 308 297 2
e 309 310 2
e 309 95 2
e 310 311 2
e 311 312 2
e 312 39 2
e 313 62 2
e 314 315 2
e 315 297 2
e 316 104 2
e 317 299 2
e 318 319 2
e 319 19 2
e 320 321 2
e 321 115 2
t # 2
v 0 dengu
v 1 fever
v 2 inde
v 3 pretti
v 4 pain
v 5 mosquitoborn
v 6 diseas
v 7 caus
v 8 one
v 9 four
v 10 virus
v 11 most
v 12 relat
v 13 yellow
v 14 west
v 15 nile
v 16 infect
v 17 research
v 18 materi
v 19 establish
v 20 400
v 21 million
v 22 occur
v 23 worldwid
v 24 year
v 25 around
v 26 96
v 27 result
v 28 ill
v 29 symptom
v 30 side
v 31 insist
v 32 consult
v 33 doctor
v 34 case
v 35 primarili
v 36 tropic
v 37 area
v 38 like
v 39 indian
v 40 subcontin
v 41 southern
v 42 china
v 43 southeast
v 44 asia
v 45 transmit
v 46 aed
v 47 mosquito
v 48 bite
v 49 alreadi
v 50 get
v 51 person
v 52 blood
v 53 fail
v 54 spread
v 55 victim
v 56 anoth
v 57 direct
v 58 visit
v 59 us
v 60 remedi
v 61 lab
v 62 next
v 63 time
v 64 want
v 65 test
v 66 done
v 67 explor
v 68 variat
v 69 provid
v 70 solid
v 71 accur
v 72 follow
v 73 proceed
v 74 treatment
v 75 expert
v 76 discuss
v 77 involv
v 78 begin
v 79 4
v 80 6
v 81 day
v 82 last
v 83 ten
v 84 common
v 85 see
v 86 list
v 87 refer
v 88 mild
v 89 bleed
v 90 gum
v 91 nose
v 92 easi
