t # 0
v 145 troubleshoot
v 146 tip
v 147 littl
v 148 way
v 149 tell
v 150 someth
v 151 made
v 152 quit
v 153 ever
v 154 exact
v 155 next
v 156 absolut
v 157 fine
v 158 delici
v 159 say
v 160 uneesbe
v 161 ka
v 162 faraq
v 163 hai
v 164 write
v 165 didnt
v 166 sing
v 167 adapt
v 168 peopl
v 169 cardamomnutmeg
v 170 excit
v 171 twist
v 172 classic
v 173 keep
v 174 come
v 175 folk
v 176 goe
v 177 kheer
v 178 three
v 179 option
v 180 simplifi
v 181 access
v 182 dare
v 183 extrem
v 184 rate
v 185 star
v 186 printabl
v 187 tag
v 188 creation
v 189 instagram
v 190 visual
v 191 learner
v 192 check
v 193 stori
v 194 highlight
v 195 flourandspiceblog
v 196 photosvideo
v 197 anoth
v 198 desi
v 199 dessert
v 200 easi
v 201 churn
v 202 kulfa
v 203 ice
v 204 cream
v 205 barfi
e 0 1 2
e 1 2 2
e 2 3 2
e 3 4 2
e 4 5 2
e 4 46 2
e 4 48 2
e 4 75 2
e 4 88 2
e 4 180 2
e 4 184 2
e 5 6 2
e 6 7 2
e 7 8 2
e 7 85 2
e 8 9 2
e 9 10 2
e 9 9 2
e 9 148 2
e 9 166 2
e 10 11 2
e 10 57 2
e 10 87 2
e 10 196 2
e 11 12 2
e 12 13 2
e 12 76 2
e 12 77 2
e 13 14 2
e 14 15 2
e 15 16 2
e 16 17 2
e 16 25 2
e 16 177 2
e 17 18 2
e 17 21 2
e 18 19 2
e 19 20 2
e 20 17 2
e 21 22 2
e 22 23 2
e 23 24 2
e 24 16 2
e 24 159 2
e 25 25 2
e 25 26 2
e 26 27 2
e 26 31 2
e 27 28 2
e 27 30 2
e 28 29 2
e 28 70 2
e 29 30 2
e 29 40 2
e 30 31 2
e 30 39 2
e 30 142 2
e 30 164 2
e 31 32 2
e 31 27 2
e 32 33 2
e 33 34 2
e 34 35 2
e 34 143 2
e 35 36 2
e 36 37 2
e 37 38 2
e 38 26 2
e 39 40 2
e 40 29 2
e 40 41 2
e 41 42 2
e 42 43 2
e 43 44 2
e 44 45 2
e 45 4 2
e 46 47 2
e 47 4 2
e 47 170 2
e 48 49 2
e 48 144 2
e 49 50 2
e 49 62 2
e 49 90 2
e 49 95 2
e 49 96 2
e 49 126 2
e 49 111 2
e 49 145 2
e 49 57 2
e 50 51 2
e 51 52 2
e 51 54 2
e 51 205 2
e 52 53 2
e 53 54 2
e 54 55 2
e 54 47 2
e 55 56 2
e 56 57 2
e 56 4 2
e 56 169 2
e 57 58 2
e 57 64 2
e 57 86 2
e 57 135 2
e 57 48 2
e 57 155 2
e 57 16 2
e 58 59 2
e 59 60 2
e 60 61 2
e 60 64 2
e 60 73 2
e 60 111 2
e 60 57 2
e 61 49 2
e 62 63 2
e 62 10 2
e 63 57 2
e 64 60 2
e 64 65 2
e 64 140 2
e 65 66 2
e 66 67 2
e 67 68 2
e 68 69 2
e 68 79 2
e 68 140 2
e 69 28 2
e 70 71 2
e 71 72 2
e 71 73 2
e 72 71 2
e 73 74 2
e 73 48 2
e 73 92 2
e 73 137 2
e 73 27 2
e 73 73 2
e 73 9 2
e 74 56 2
e 75 12 2
e 75 121 2
e 75 165 2
e 75 73 2
e 76 12 2
e 76 77 2
e 77 78 2
e 77 48 2
e 78 68 2
e 79 80 2
e 80 81 2
e 81 82 2
e 82 83 2
e 83 84 2
e 84 7 2
e 85 49 2
e 86 87 2
e 86 60 2
e 87 4 2
e 87 167 2
e 88 89 2
e 88 73 2
e 89 88 2
e 90 91 2
e 91 86 2
e 91 48 2
e 92 93 2
e 93 94 2
e 94 91 2
e 95 48 2
e 95 95 2
e 95 100 2
e 95 111 2
e 96 97 2
e 97 98 2
e 97 133 2
e 98 99 2
e 99 95 2
e 100 101 2
e 101 102 2
e 102 103 2
e 103 104 2
e 104 105 2
e 105 106 2
e 106 107 2
e 107 108 2
e 108 109 2
e 109 110 2
e 110 95 2
e 111 112 2
e 111 120 2
e 111 142 2
e 112 113 2
e 113 114 2
e 114 115 2
e 115 116 2
e 116 117 2
e 117 118 2
e 117 158 2
e 118 119 2
e 118 197 2
e 119 60 2
e 120 75 2
e 121 122 2
e 122 123 2
e 123 124 2
e 124 125 2
e 125 49 2
e 126 127 2
e 127 128 2
e 128 129 2
e 129 130 2
e 130 131 2
e 131 132 2
e 132 97 2
e 133 134 2
e 134 60 2
e 135 136 2
e 136 73 2
e 137 138 2
e 138 139 2
e 139 64 2
e 140 141 2
e 140 144 2
e 141 57 2
e 142 34 2
e 142 153 2
e 143 68 2
e 144 76 2
e 144 173 2
e 145 146 2
e 146 147 2
e 147 9 2
e 148 149 2
e 149 150 2
e 150 151 2
e 151 152 2
e 151 4 2
e 152 30 2
e 153 154 2
e 154 57 2
e 155 156 2
e 156 157 2
e 157 117 2
e 158 24 2
e 158 151 2
e 159 160 2
e 159 183 2
e 160 161 2
e 161 162 2
e 162 163 2
e 163 73 2
e 164 75 2
e 165 75 2
e 166 10 2
e 167 168 2
e 168 56 2
e 169 51 2
e 170 171 2
e 171 172 2
e 172 48 2
e 173 174 2
e 174 175 2
e 175 176 2
e 176 48 2
e 177 178 2
e 178 179 2
e 178 4 2
e 179 178 2
e 180 181 2
e 181 182 2
e 182 159 2
e 183 158 2
e 184 185 2
e 185 186 2
e 186 187 2
e 187 188 2
e 188 189 2
e 189 190 2
e 189 193 2
e 190 191 2
e 191 192 2
e 192 189 2
e 193 194 2
e 194 195 2
e 195 10 2
e 196 118 2
e 197 198 2
e 198 199 2
e 199 200 2
e 200 201 2
e 201 202 2
e 202 203 2
e 203 204 2
e 204 51 2
t # 2
v 0 think
v 1 caramel
v 2 crunch
v 3 ice
v 4 cream
v 5 pakistani
v 6 dessert
v 7 probabl
v 8 pakistan
v 9 karachiit
v 10 like
v 11 karachi
v 12 summer
v 13 constitut
v 14 headi
v 15 number
v 16 late
v 17 night
v 18 trip
v 19 boat
v 20 basin
v 21 rajoo
v 22 would
v 23 pile
v 24 grandfath
v 25 charmant
v 26 ac
v 27 high
v 28 jauntili
v 29 make
v 30 way
v 31 essenti
v 32 food
v 33 street
v 34 us
v 35 order
v 36 thing
v 37 milki
v 38 stick
v 39 roof
v 40 mouth
v 41 tast
v 42 burst
v 43 shatteri
v 44 almond
v 45 someth
v 46 utter
v 47 irresist
v 48 velveti
v 49 contrast
v 50 slight
v 51 bitter
v 52 bit
v 53 adult
v 54 learn
v 55 restraint
v 56 child
v 57 fantast
v 58 metabol
v 59 polish
v 60 generous
v 61 serv
v 62 despit
v 63 proud
v 64 ownership
v 65 machin
v 66 littl
v 67 love
v 68 churn
v 69 access
v 70 take
v 71 minim
v 72 work
v 73 thank
v 74 condens
v 75 milk
v 76 still
v 77 yield
v 78 dish
v 79 rich
v 80 creami
v 81 use
v 82 dulc
v 83 de
v 84 lech
v 85 base
v 86 readili
v 87 avail
v 88 store
v 89 either
v 90 nut
v 91 spread
v 92 also
v 93 cinch
v 94 boil
v 95 bake
v 96 whole
v 97 unopen
v 98 sinc
v 99 stuff
v 100 freak
v 101 dont
v 102 instead
v 103 preheat
v 104 oven
v 105 425
v 106 pour
v 107 400ml
v 108 cover
v 109 foil
v 110 place
v 111 water
v 112 bath
v 113 fanci
v 114 put
v 115 15
v 116 roast
v 117 pan
v 118 larg
v 119 enough
v 120 let
v 121 cook
v 122 7590
v 123 minut
v 124 look
v 125 thick
v 126 dark
v 127 delici
v 128 caramelli
v 129 energet
v 130 whisk
v 131 lump
v 132 voila
v 133 may
v 134 ask
v 135 well
v 136 fair
v 137 confid
v 138 gotten
v 139 worth
v 140 howev
v 141 helper
v 142 scamper
v 143 around
v 144 kitchen
v 145 wound
v 146 short
v 147 point
v 148 older
v 149 one
v 150 could
v 151 hold
v 152 second
v 153 candid
v 154 inform
v 155 lick
v 156 case
v 157 your
v 158 wonder
v 159 didnt
v 160 reward
v 161 honesti
v 162 hand
v 163 shortfal
v 164 made
v 165 clear
v 166 fold
v 167 pillowi
v 168 whip
v 169 stir
v 170 shard
v 171 prepar
v 172 result
v 173 skeptic
v 174 match
v 175 expect
v 176 luck
v 177 dreami
v 178 icecream
v 179 remark
v 180 close
v 181 redeem
v 182 mani
v 183 wed
v 184 back
v 185 day
v 186 standard
v 187 qorma
v 188 biryani
v 189 menu
v 190 yawn
v 191 top
v 192 forgiven
v 193 fresh
v 194 jalebi
v 195 that
v 196 anoth
v 197 discuss
v 198 time
v 199 go
v 200 phenomen
v 201 enjoy
v 202 lazi
v 203 afternoon
v 204 wow
v 205 guest
v 206 weekend
v 207 dig
v 208 coffe
v 209 toffe
e 0 1 2
e 1 2 2
e 1 44 2
e 1 75 2
e 2 3 2
e 2 45 2
e 2 171 2
e 2 178 2
e 3 4 2
e 4 5 2
e 4 22 2
e 4 37 2
e 4 49 2
e 4 65 2
e 4 69 2
e 4 81 2
e 4 169 2
e 4 192 2
e 4 207 2
e 5 6 2
e 6 7 2
e 7 8 2
e 8 9 2
e 9 10 2
e 10 11 2
e 10 100 2
e 11 12 2
e 12 13 2
e 12 203 2
e 12 68 2
e 13 14 2
e 14 15 2
e 15 16 2
e 16 17 2
e 17 18 2
e 18 19 2
e 19 20 2
e 20 21 2
e 21 1 2
e 22 23 2
e 22 35 2
e 22 174 2
e 22 127 2
e 22 186 2
e 23 24 2
e 24 25 2
e 25 26 2
e 26 27 2
e 27 28 2
e 28 29 2
e 29 30 2
e 29 94 2
e 29 200 2
e 29 201 2
e 29 68 2
e 30 31 2
e 31 32 2
e 31 1 2
e 32 33 2
e 33 34 2
e 34 22 2
e 35 36 2
e 36 1 2
e 36 156 2
e 37 38 2
e 38 39 2
e 39 40 2
e 40 41 2
e 41 42 2
e 42 43 2
e 43 44 2
e 44 2 2
e 44 52 2
e 45 46 2
e 46 47 2
e 46 127 2
e 47 48 2
e 47 82 2
e 47 133 2
e 48 3 2
e 49 50 2
e 50 51 2
e 51 1 2
e 52 53 2
e 53 54 2
e 54 55 2
e 55 56 2
e 56 57 2
e 57 58 2
e 58 59 2
e 59 60 2
e 60 61 2
e 61 62 2
e 62 63 2
e 63 64 2
e 64 3 2
e 65 66 2
e 66 67 2
e 66 141 2
e 66 146 2
e 67 68 2
e 68 3 2
e 68 208 2
e 69 70 2
e 70 71 2
e 71 72 2
e 72 73 2
e 73 74 2
e 74 75 2
e 75 76 2
e 75 86 2
e 75 90 2
e 75 97 2
e 75 78 2
e 76 77 2
e 77 78 2
e 78 79 2
e 78 108 2
e 78 111 2
e 78 120 2
e 79 80 2
e 80 1 2
e 81 82 2
e 82 83 2
e 83 84 2
e 84 85 2
e 84 31 2
e 84 92 2
e 84 47 2
e 84 163 2
e 85 82 2
e 86 87 2
e 87 88 2
e 88 89 2
e 89 74 2
e 90 91 2
e 91 82 2
e 92 93 2
e 93 29 2
e 94 95 2
e 95 96 2
e 96 74 2
e 96 36 2
e 97 98 2
e 98 99 2
e 99 10 2
e 99 140 2
e 100 101 2
e 101 102 2
e 102 103 2
e 102 166 2
e 103 104 2
e 104 105 2
e 105 106 2
e 106 107 2
e 107 74 2
e 107 139 2
e 108 109 2
e 109 110 2
e 110 78 2
e 111 112 2
e 111 116 2
e 112 111 2
e 112 113 2
e 113 114 2
e 113 29 2
e 114 115 2
e 115 111 2
e 116 117 2
e 117 118 2
e 118 119 2
e 119 78 2
e 119 102 2
e 119 199 2
e 120 121 2
e 121 122 2
e 122 123 2
e 123 124 2
e 124 125 2
e 125 126 2
e 126 127 2
e 127 128 2
e 127 173 2
e 127 177 2
e 128 129 2
e 129 130 2
e 130 131 2
e 130 152 2
e 130 82 2
e 131 132 2
e 132 47 2
e 133 134 2
e 134 135 2
e 134 148 2
e 135 136 2
e 135 195 2
e 136 137 2
e 137 138 2
e 138 107 2
e 139 99 2
e 140 66 2
e 141 142 2
e 142 143 2
e 143 144 2
e 144 145 2
e 145 66 2
e 146 147 2
e 147 134 2
e 148 149 2
e 149 150 2
e 150 151 2
e 151 130 2
e 152 153 2
e 153 154 2
e 154 155 2
e 155 96 2
e 156 157 2
e 157 158 2
e 157 206 2
e 158 159 2
e 159 160 2
e 160 161 2
e 160 119 2
e 161 162 2
e 162 130 2
e 163 164 2
e 164 165 2
e 164 193 2
e 165 160 2
e 166 167 2
e 167 168 2
e 168 4 2
e 169 170 2
e 170 1 2
e 171 172 2
e 172 46 2
e 173 22 2
e 174 175 2
e 175 176 2
e 176 22 2
e 177 178 2
e 178 179 2
e 178 181 2
e 178 29 2
e 179 180 2
e 180 178 2
e 181 182 2
e 182 183 2
e 183 184 2
e 183 22 2
e 184 185 2
e 185 183 2
e 186 187 2
e 187 188 2
e 188 189 2
e 189 190 2
e 190 191 2
e 191 1 2
e 192 164 2
e 193 194 2
e 194 135 2
e 195 196 2
e 196 197 2
e 196 198 2
e 197 196 2
e 198 119 2
e 199 113 2
e 200 1 2
e 201 202 2
e 202 12 2
e 203 204 2
e 204 205 2
e 205 157 2
e 206 29 2
e 207 12 2
e 208 209 2
e 209 3 2
t # 3
v 0 prep
v 1 creat
v 2 tender
v 3 spong
v 4 absorb
v 5 beauti
v 6 flavour
v 7 sweet
v 8 cardamom
v 9 scent
v 10 milk
v 11 keep
v 12 read
v 13 tip
v 14 make
v 15 soft
v 16 rasmalai
v 17 doesnt
v 18 break
v 19 homemad
v 20 bit
v 21 flex
v 22 know
v 23 like
v 24 oh
v 25 made
v 26 casual
v 27 drop
v 28 somehow
v 29 never
v 30 fail
v 31 impress
v 32 long
v 33 recip
v 34 cours
v 35 today
v 36 share
v 37 ras
v 38 malai
v 39 stay
v 40 proceed
v 41 go
v 42 give
v 43 littl
v 44 shout
v 45 mother
v 46 whose
v 47 ultim
v 48 lean
v 49 popular
v 50 one
v 51 entir
v 52 suppos
v 53 profesh
v 54 talk
v 55 person
v 56 live
v 57 got
v 58 credit
v 59 due
v 60 tabl
v 61 content
v 62 word
v 63 mean
v 64 juic
v 65 cream
v 66 put
v 67 two
v 68 togeth
v 69 invok
v 70 someth
v 71 far
v 72 poetic
v 73 liter
v 74 english
v 75 translat
v 76 tradit
v 77 south
v 78 asian
v 79 dessert
v 80 peda
v 81 disc
v 82 shape
v 83 mound
v 84 dough
v 85 cook
v 86 way
v 87 use
v 88 chenna
v 89 cottag
v 90 chees
v 91 that
v 92 via
v 93 process
v 94 requir
v 95 curdl
v 96 take
v 97 time
v 98 practic
v 99 master
v 100 art
v 101 perfect
v 102 powder
v 103 scratch
v 104 finess
v 105 tri
v 106 mani
v 107 iter
v 108 nido
v 109 conclud
v 110 almost
v 111 opposit
v 112 confus
v 113 let
v 114 explain
v 115 real
v 116 tweak
v 117 adjust
v 118 meethi
v 119 tikiyaan
v 120 work
v 121 fast
v 122 best
v 123 result
v 124 five
v 125 1
v 126 wide
v 127 bottom
v 128 pan
v 129 need
v 130 space
v 131 expand
v 132 10inch
v 133 skillet
v 134 2
v 135 bring
v 136 boil
v 137 first
v 138 dissolv
v 139 sugar
v 140 turn
v 141 low
v 142 simmer
v 143 dont
v 144 even
v 145 look
v 146 jar
v 147 your
v 148 point
v 149 3
v 150 start
v 151 get
v 152 smooth
v 153 ball
v 154 imper
v 155 mixtur
v 156 quick
v 157 mix
v 158 phurti
v 159 action
v 160 wait
v 161 tend
v 162 dri
v 163 becom
v 164 hard
v 165 crack
v 166 4
v 167 various
v 168 temperatur
v 169 safest
v 170 approach
v 171 gentl
v 172 robust
v 173 lead
v 174 outsid
v 175 insid
v 176 simmerless
v 177 wont
v 178 5
v 179 touch
v 180 theyr
v 181 rise
v 182 surfac
v 183 flip
v 184 ingredi
v 185 pedadough
v 186 full
v 187 fat
v 188 bake
v 189 fluffi
v 190 oil
v 191 moistur
v 192 melt
v 193 ghee
v 194 purpos
v 195 flour
v 196 egg
v 197 bind
v 198 note
v 199 amount
v 200 vari
v 201 across
v 202 convent
v 203 wisdom
v 204 tbsp
v 205 leav
v 206 bowl
v 207 find
v 208 fidd
v 209 whole
v 210 fine
v 211 canada
v 212 standard
v 213 larg
v 214 56g
v 215 pod
v 216 pinch
v 217 salt
v 218 pistachio
v 219 step
v 220 combin
v 221 skilletpan
